Short_Name_Stocks,Ticker_Stocks_Yf,Ticker_Stocks,Secteur_Activite,Pays_Stocks,Place_Boursiere,Capitalisation_Boursiere,Nom_Indice,Ticker_Indice_Yf,Nombres_Entreprises,Ponderation
SCHRODERS PLC ORD 20P,SDR.L,SDR,Financial Services,United Kingdom,LSE,6029356032,FTSE 100,^FTSE,100,0.24
IMI PLC ORD 28 4/7P,IMI.L,IMI,Industrials,United Kingdom,LSE,5884531712,FTSE 100,^FTSE,100,0.23
Non disponible,MTLN.L,MTLN,Utilities,Greece,LSE,6421731840,FTSE 100,^FTSE,100,0.25
BEAZLEY PLC ORD 5P,BEZ.L,BEZ,Financial Services,United Kingdom,LSE,5567803392,FTSE 100,^FTSE,100,0.22
INTERMEDIATE CAPITAL GROUP PLC ,ICG.L,ICG,Financial Services,United Kingdom,LSE,5715753472,FTSE 100,^FTSE,100,0.23
POLAR CAPITAL TECHNOLOGY TRUST ,PCT.L,PCT,Financial Services,United Kingdom,LSE,5453928448,FTSE 100,^FTSE,100,0.22
BARRATT REDROW PLC ORD 10P,BTRW.L,BTRW,Consumer Cyclical,United Kingdom,LSE,5374053888,FTSE 100,^FTSE,100,0.21
KINGFISHER PLC ORD 15 5/7P,KGF.L,KGF,Consumer Cyclical,United Kingdom,LSE,5376037376,FTSE 100,^FTSE,100,0.21
GAMES WORKSHOP GROUP PLC ORD 5P,GAW.L,GAW,Consumer Cyclical,United Kingdom,LSE,5355148288,FTSE 100,^FTSE,100,0.21
SPIRAX GROUP PLC ORD 26 12/13P,SPX.L,SPX,Industrials,United Kingdom,LSE,5321710080,FTSE 100,^FTSE,100,0.21
RIGHTMOVE PLC ORD 0.1P,RMV.L,RMV,Communication Services,United Kingdom,LSE,5182156800,FTSE 100,^FTSE,100,0.2
ENTAIN PLC ORD EUR0.01,ENT.L,ENT,Consumer Cyclical,Isle of Man,LSE,5057740288,FTSE 100,^FTSE,100,0.2
"""Alliance Witan PLC""",ALW.L,ALW,Financial Services,United Kingdom,LSE,5021232640,FTSE 100,^FTSE,100,0.2
WHITBREAD PLC ORD 76 122/153P,WTB.L,WTB,Consumer Cyclical,United Kingdom,LSE,5060898816,FTSE 100,^FTSE,100,0.2
DCC PLC ORD EUR0.25 (CDI),DCC.L,DCC,Energy,Ireland,LSE,4829313024,FTSE 100,^FTSE,100,0.19
CONVATEC GROUP PLC ORD 10P,CTEC.L,CTEC,Healthcare,United Kingdom,LSE,4732774912,FTSE 100,^FTSE,100,0.19
JD SPORTS FASHION PLC ORD 0.05P,JD.L,JD,Consumer Cyclical,United Kingdom,LSE,4650210304,FTSE 100,^FTSE,100,0.18
HOWDEN JOINERY GROUP PLC ORD 10,HWDN.L,HWDN,Consumer Cyclical,United Kingdom,LSE,4685531136,FTSE 100,^FTSE,100,0.18
LAND SECURITIES GROUP PLC ORD 1,LAND.L,LAND,Real Estate,United Kingdom,LSE,4645811200,FTSE 100,^FTSE,100,0.18
HISCOX LTD ORD 6.5P (DI),HSX.L,HSX,Financial Services,Bermuda,LSE,4661307904,FTSE 100,^FTSE,100,0.18
BURBERRY GROUP PLC ORD 0.05P,BRBY.L,BRBY,Consumer Cyclical,United Kingdom,LSE,4566405120,FTSE 100,^FTSE,100,0.18
LONDONMETRIC PROPERTY PLC ORD 1,LMP.L,LMP,Real Estate,United Kingdom,LSE,4437255680,FTSE 100,^FTSE,100,0.18
HIKMA PHARMACEUTICALS PLC ORD S,HIK.L,HIK,Healthcare,United Kingdom,LSE,4063642624,FTSE 100,^FTSE,100,0.16
CRODA INTERNATIONAL PLC ORD 10.,CRDA.L,CRDA,Basic Materials,United Kingdom,LSE,3965703680,FTSE 100,^FTSE,100,0.16
PERSIMMON PLC ORD 10P,PSN.L,PSN,Consumer Cyclical,United Kingdom,LSE,3899439104,FTSE 100,^FTSE,100,0.15
BERKELEY GROUP HOLDINGS (THE) P,BKG.L,BKG,Consumer Cyclical,United Kingdom,LSE,3868333056,FTSE 100,^FTSE,100,0.15
MONDI PLC ORD EUR 0.22,MNDI.L,MNDI,Basic Materials,United Kingdom,LSE,3750730752,FTSE 100,^FTSE,100,0.15
EASYJET PLC ORD 27 2/7P,EZJ.L,EZJ,Industrials,United Kingdom,LSE,3692380416,FTSE 100,^FTSE,100,0.15
WPP PLC ORD 10P,WPP.L,WPP,Communication Services,United Kingdom,LSE,3209909760,FTSE 100,^FTSE,100,0.13
